date,areaname,count
2020-05-08,Dumfries and Galloway,255
2020-05-09,Lanarkshire,1635
2020-05-09,Forth Valley,828
2020-05-09,Dumfries and Galloway,255
2020-05-09,Shetland,54
2020-05-09,Highland,317
2020-05-09,Lothian,2324
2020-05-09,Fife,810
2020-05-09,Tayside,1486
2020-05-09,Borders,286
2020-05-09,Western Isles,6
2020-05-09,Greater Glasgow and Clyde,3367
2020-05-09,Orkney,7
2020-05-09,Grampian,1035
2020-05-09,Ayrshire and Arran,895
2020-05-10,Fife,811
2020-05-10,Highland,320
2020-05-10,Ayrshire and Arran,904
2020-05-10,Orkney,7
2020-05-10,Lanarkshire,1660
2020-05-10,Tayside,1497
2020-05-10,Forth Valley,828
2020-05-10,Greater Glasgow and Clyde,3449
2020-05-10,Lothian,2359
2020-05-10,Dumfries and Galloway,255
2020-05-10,Western Isles,6
2020-05-10,Grampian,1050
2020-05-10,Borders,286
2020-05-10,Shetland,54
2020-05-11,Fife,813
2020-05-11,Western Isles,6
2020-05-11,Shetland,54
2020-05-11,Highland,322
2020-05-11,Ayrshire and Arran,912
2020-05-11,Grampian,1078
2020-05-11,Greater Glasgow and Clyde,3479
2020-05-11,Forth Valley,839
2020-05-11,Lanarkshire,1693
2020-05-11,Orkney,7
2020-05-11,Lothian,2380
2020-05-11,Dumfries and Galloway,255
2020-05-11,Tayside,1497
2020-05-11,Borders,292
2020-05-12,Shetland,54
2020-05-12,Greater Glasgow and Clyde,3510
2020-05-12,Lothian,2397
2020-05-12,Highland,324
2020-05-12,Forth Valley,856
2020-05-12,Borders,294
2020-05-12,Western Isles,6
2020-05-12,Dumfries and Galloway,255
2020-05-12,Grampian,1102
2020-05-12,Lanarkshire,1715
2020-05-12,Fife,813
2020-05-12,Ayrshire and Arran,925
2020-05-12,Tayside,1505
2020-05-12,Orkney,7
2020-05-13,Orkney,7
2020-05-13,Tayside,1515
2020-05-13,Forth Valley,859
2020-05-13,Lothian,2428
2020-05-13,Dumfries and Galloway,254
2020-05-13,Ayrshire and Arran,946
2020-05-13,Greater Glasgow and Clyde,3579
2020-05-13,Borders,297
2020-05-13,Shetland,54
2020-05-13,Lanarkshire,1721
2020-05-13,Highland,324
2020-05-13,Grampian,1123
2020-05-13,Fife,816
2020-05-13,Western Isles,6
2020-05-14,Shetland,54
2020-05-14,Lothian,2459
2020-05-14,Ayrshire and Arran,952
2020-05-14,Tayside,1540
2020-05-14,Grampian,1142
2020-05-14,Dumfries and Galloway,255
2020-05-14,Western Isles,6
2020-05-14,Borders,298
2020-05-14,Fife,823
2020-05-14,Lanarkshire,1762
2020-05-14,Highland,328
2020-05-14,Forth Valley,863
2020-05-14,Greater Glasgow and Clyde,3628
2020-05-14,Orkney,7
2020-05-15,Dumfries and Galloway,255
2020-05-15,Lanarkshire,1781
2020-05-15,Western Isles,6
2020-05-15,Lothian,2497
2020-05-15,Fife,824
2020-05-15,Orkney,7
2020-05-15,Shetland,54
2020-05-15,Highland,331
2020-05-15,Grampian,1152
2020-05-15,Greater Glasgow and Clyde,3663
2020-05-15,Ayrshire and Arran,964
2020-05-15,Tayside,1555
2020-05-15,Forth Valley,867
2020-05-15,Borders,304
2020-05-16,Shetland,54
2020-05-16,Forth Valley,871
2020-05-16,Lanarkshire,1812
2020-05-16,Grampian,1181
2020-05-16,Fife,824
2020-05-16,Greater Glasgow and Clyde,3707
2020-05-16,Tayside,1582
2020-05-16,Highland,331
2020-05-16,Lothian,2539
2020-05-16,Orkney,7
2020-05-16,Dumfries and Galloway,257
2020-05-16,Ayrshire and Arran,966
2020-05-16,Western Isles,6
2020-05-16,Borders,310
2020-05-17,Tayside,1589
2020-05-17,Greater Glasgow and Clyde,3731
2020-05-17,Grampian,1189
2020-05-17,Lothian,2561
2020-05-17,Ayrshire and Arran,974
2020-05-17,Orkney,7
2020-05-17,Lanarkshire,1828
2020-05-17,Borders,313
2020-05-17,Forth Valley,873
2020-05-17,Dumfries and Galloway,257
2020-05-17,Shetland,54
2020-05-17,Western Isles,6
2020-05-17,Highland,331
2020-05-17,Fife,824
2020-05-18,Tayside,1593
2020-05-18,Western Isles,6
2020-05-18,Ayrshire and Arran,976
2020-05-18,Borders,316
2020-05-18,Orkney,7
2020-05-18,Shetland,54
2020-05-18,Forth Valley,880
2020-05-18,Highland,331
2020-05-18,Grampian,1200
2020-05-18,Greater Glasgow and Clyde,3742
2020-05-18,Lanarkshire,1840
2020-05-18,Lothian,2568
2020-05-18,Dumfries and Galloway,257
2020-05-18,Fife,824
2020-05-19,Western Isles,6
2020-05-19,Highland,333
2020-05-19,Orkney,7
2020-05-19,Fife,825
2020-05-19,Borders,317
2020-05-19,Lanarkshire,1853
2020-05-19,Shetland,54
2020-05-19,Lothian,2575
2020-05-19,Ayrshire and Arran,981
2020-05-19,Forth Valley,883
2020-05-19,Dumfries and Galloway,257
2020-05-19,Greater Glasgow and Clyde,3759
2020-05-19,Grampian,1206
2020-05-19,Tayside,1599
2020-05-20,Grampian,1216
2020-05-20,Tayside,1617
2020-05-20,Orkney,7
2020-05-20,Dumfries and Galloway,257
2020-05-20,Borders,322
2020-05-20,Lothian,2584
2020-05-20,Fife,826
2020-05-20,Shetland,54
2020-05-20,Western Isles,6
2020-05-20,Highland,334
2020-05-20,Ayrshire and Arran,987
2020-05-20,Greater Glasgow and Clyde,3780
2020-05-20,Forth Valley,894
2020-05-20,Lanarkshire,1867
2020-05-21,Forth Valley,896
2020-05-21,Greater Glasgow and Clyde,3806
2020-05-21,Tayside,1632
2020-05-21,Highland,334
2020-05-21,Lothian,2611
2020-05-21,Shetland,54
2020-05-21,Ayrshire and Arran,995
2020-05-21,Dumfries and Galloway,257
2020-05-21,Borders,322
2020-05-21,Orkney,7
2020-05-21,Fife,826
2020-05-21,Western Isles,6
2020-05-21,Lanarkshire,1892
2020-05-21,Grampian,1218
2020-05-22,Forth Valley,909
2020-05-22,Lanarkshire,1913
2020-05-22,Greater Glasgow and Clyde,3841
2020-05-22,Grampian,1223
2020-05-22,Tayside,1641
2020-05-22,Dumfries and Galloway,257
2020-05-22,Fife,826
2020-05-22,Highland,335
2020-05-22,Western Isles,6
2020-05-22,Shetland,54
2020-05-22,Ayrshire and Arran,1001
2020-05-22,Borders,322
2020-05-22,Lothian,2634
2020-05-22,Orkney,7
2020-05-23,Greater Glasgow and Clyde,3865
2020-05-23,Highland,335
2020-05-23,Orkney,7
2020-05-23,Forth Valley,915
2020-05-23,Lanarkshire,1922
2020-05-23,Grampian,1223
2020-05-23,Shetland,54
2020-05-23,Dumfries and Galloway,257
2020-05-23,Tayside,1645
2020-05-23,Lothian,2649
2020-05-23,Fife,826
2020-05-23,Western Isles,6
2020-05-23,Ayrshire and Arran,1015
2020-05-23,Borders,322
2020-05-24,Fife,826
2020-05-24,Western Isles,6
2020-05-24,Orkney,7
2020-05-24,Dumfries and Galloway,258
2020-05-24,Borders,322
2020-05-24,Greater Glasgow and Clyde,3876
2020-05-24,Shetland,54
2020-05-24,Lothian,2665
2020-05-24,Tayside,1658
2020-05-24,Ayrshire and Arran,1019
2020-05-24,Forth Valley,917
2020-05-24,Lanarkshire,1934
2020-05-24,Grampian,1224
2020-05-24,Highland,335
2020-05-25,Highland,335
2020-05-25,Greater Glasgow and Clyde,3892
2020-05-25,Forth Valley,917
2020-05-25,Shetland,54
2020-05-25,Western Isles,6
2020-05-25,Ayrshire and Arran,1019
2020-05-25,Tayside,1659
2020-05-25,Orkney,7
2020-05-25,Borders,322
2020-05-25,Dumfries and Galloway,260
2020-05-25,Grampian,1245
2020-05-25,Lanarkshire,1944
2020-05-25,Fife,827
2020-05-25,Lothian,2669
2020-05-26,Shetland,54
2020-05-26,Western Isles,6
2020-05-26,Dumfries and Galloway,260
2020-05-26,Tayside,1659
2020-05-26,Borders,323
2020-05-26,Lothian,2675
2020-05-26,Ayrshire and Arran,1023
2020-05-26,Orkney,7
2020-05-26,Highland,336
2020-05-26,Fife,828
2020-05-26,Grampian,1250
2020-05-26,Greater Glasgow and Clyde,3898
2020-05-26,Forth Valley,918
2020-05-26,Lanarkshire,1948
2020-05-27,Western Isles,6
2020-05-27,Grampian,1256
2020-05-27,Forth Valley,919
2020-05-27,Lothian,2685
2020-05-27,Tayside,1661
2020-05-27,Borders,323
2020-05-27,Lanarkshire,1957
2020-05-27,Dumfries and Galloway,260
2020-05-27,Ayrshire and Arran,1029
2020-05-27,Shetland,54
2020-05-27,Orkney,7
2020-05-27,Highland,337
2020-05-27,Greater Glasgow and Clyde,3916
2020-05-27,Fife,830
2020-05-28,Fife,830
2020-05-28,Orkney,7
2020-05-28,Shetland,54
2020-05-28,Western Isles,6
2020-05-28,Ayrshire and Arran,1035
2020-05-28,Greater Glasgow and Clyde,3934
2020-05-28,Highland,337
2020-05-28,Tayside,1665
2020-05-28,Lanarkshire,1968
2020-05-28,Dumfries and Galloway,260
2020-05-28,Lothian,2691
2020-05-28,Borders,323
2020-05-28,Grampian,1259
2020-05-28,Forth Valley,919
2020-05-29,Lanarkshire,1974
2020-05-29,Lothian,2698
2020-05-29,Greater Glasgow and Clyde,3939
2020-05-29,Highland,337
2020-05-29,Tayside,1668
2020-05-29,Western Isles,6
2020-05-29,Orkney,8
2020-05-29,Shetland,54
2020-05-29,Borders,325
2020-05-29,Dumfries and Galloway,260
2020-05-29,Ayrshire and Arran,1039
2020-05-29,Forth Valley,919
2020-05-29,Grampian,1269
2020-05-29,Fife,831
2020-05-30,Lanarkshire,1984
2020-05-30,Lothian,2706
2020-05-30,Greater Glasgow and Clyde,3943
2020-05-30,Highland,337
2020-05-30,Tayside,1670
2020-05-30,Western Isles,6
2020-05-30,Orkney,8
2020-05-30,Shetland,54
2020-05-30,Borders,325
2020-05-30,Dumfries and Galloway,260
2020-05-30,Ayrshire and Arran,1058
2020-05-30,Forth Valley,924
2020-05-30,Grampian,1273
2020-05-30,Fife,834
2020-05-31,Lanarkshire,1987
2020-05-31,Lothian,2709
2020-05-31,Greater Glasgow and Clyde,3946
2020-05-31,Highland,337
2020-05-31,Tayside,1671
2020-05-31,Western Isles,6
2020-05-31,Orkney,8
2020-05-31,Shetland,54
2020-05-31,Borders,325
2020-05-31,Dumfries and Galloway,260
2020-05-31,Ayrshire and Arran,1060
2020-05-31,Forth Valley,928
2020-05-31,Grampian,1274
2020-05-31,Fife,835
2020-06-01,Lanarkshire,1987
2020-06-01,Lothian,2714
2020-06-01,Greater Glasgow and Clyde,3949
2020-06-01,Highland,338
2020-06-01,Tayside,1671
2020-06-01,Western Isles,6
2020-06-01,Orkney,8
2020-06-01,Shetland,54
2020-06-01,Borders,325
2020-06-01,Dumfries and Galloway,260
2020-06-01,Ayrshire and Arran,1061
2020-06-01,Forth Valley,931
2020-06-01,Grampian,1278
2020-06-01,Fife,836
2020-06-02,Lanarkshire,1995
2020-06-02,Lothian,2716
2020-06-02,Greater Glasgow and Clyde,3950
2020-06-02,Highland,338
2020-06-02,Tayside,1671
2020-06-02,Western Isles,6
2020-06-02,Orkney,8
2020-06-02,Shetland,54
2020-06-02,Borders,325
2020-06-02,Dumfries and Galloway,260
2020-06-02,Ayrshire and Arran,1061
2020-06-02,Forth Valley,935
2020-06-02,Grampian,1281
2020-06-02,Fife,871
2020-06-03,Lanarkshire,1998
2020-06-03,Lothian,2723
2020-06-03,Greater Glasgow and Clyde,3954
2020-06-03,Highland,339
2020-06-03,Tayside,1671
2020-06-03,Western Isles,6
2020-06-03,Orkney,8
2020-06-03,Shetland,54
2020-06-03,Borders,325
2020-06-03,Dumfries and Galloway,260
2020-06-03,Ayrshire and Arran,1066
2020-06-03,Forth Valley,942
2020-06-03,Grampian,1282
2020-06-03,Fife,876
2020-06-04,Lanarkshire,2002
2020-06-04,Lothian,2752
2020-06-04,Greater Glasgow and Clyde,3961
2020-06-04,Highland,338
2020-06-04,Tayside,1671
2020-06-04,Western Isles,6
2020-06-04,Orkney,8
2020-06-04,Shetland,54
2020-06-04,Borders,325
2020-06-04,Dumfries and Galloway,261
2020-06-04,Ayrshire and Arran,1071
2020-06-04,Forth Valley,944
2020-06-04,Grampian,1283
2020-06-04,Fife,877
2020-06-05,Lanarkshire,2005
2020-06-05,Lothian,2760
2020-06-05,Greater Glasgow and Clyde,3968
2020-06-05,Highland,338
2020-06-05,Tayside,1673
2020-06-05,Western Isles,6
2020-06-05,Orkney,8
2020-06-05,Shetland,54
2020-06-05,Borders,326
2020-06-05,Dumfries and Galloway,261
2020-06-05,Ayrshire and Arran,1076
2020-06-05,Forth Valley,946
2020-06-05,Grampian,1284
2020-06-05,Fife,877
2020-06-06,Lanarkshire,2007
2020-06-06,Lothian,2769
2020-06-06,Greater Glasgow and Clyde,3971
2020-06-06,Highland,339
2020-06-06,Tayside,1676
2020-06-06,Western Isles,6
2020-06-06,Orkney,8
2020-06-06,Shetland,54
2020-06-06,Borders,326
2020-06-06,Dumfries and Galloway,261
2020-06-06,Ayrshire and Arran,1077
2020-06-06,Forth Valley,946
2020-06-06,Grampian,1284
2020-06-06,Fife,879
2020-06-07,Lanarkshire,2008
2020-06-07,Lothian,2772
2020-06-07,Greater Glasgow and Clyde,3981
2020-06-07,Highland,339
2020-06-07,Tayside,1676
2020-06-07,Western Isles,6
2020-06-07,Orkney,8
2020-06-07,Shetland,54
2020-06-07,Borders,326
2020-06-07,Dumfries and Galloway,261
2020-06-07,Ayrshire and Arran,1079
2020-06-07,Forth Valley,946
2020-06-07,Grampian,1286
2020-06-07,Fife,879
2020-06-08,Lanarkshire,2013
2020-06-08,Lothian,2774
2020-06-08,Greater Glasgow and Clyde,3988
2020-06-08,Highland,340
2020-06-08,Tayside,1677
2020-06-08,Western Isles,6
2020-06-08,Orkney,8
2020-06-08,Shetland,54
2020-06-08,Borders,326
2020-06-08,Dumfries and Galloway,261
2020-06-08,Ayrshire and Arran,1080
2020-06-08,Forth Valley,947
2020-06-08,Grampian,1286
2020-06-08,Fife,879
2020-06-09,Lanarkshire,2018
2020-06-09,Lothian,2777
2020-06-09,Greater Glasgow and Clyde,3990
2020-06-09,Highland,340
2020-06-09,Tayside,1678
2020-06-09,Western Isles,6
2020-06-09,Orkney,8
2020-06-09,Shetland,54
2020-06-09,Borders,326
2020-06-09,Dumfries and Galloway,261
2020-06-09,Ayrshire and Arran,1081
2020-06-09,Forth Valley,948
2020-06-09,Grampian,1287
2020-06-09,Fife,879
2020-06-19,Lanarkshire,2685
2020-06-19,Lothian,3134
2020-06-19,Greater Glasgow and Clyde,4814
2020-06-19,Highland,373
2020-06-19,Tayside,1760
2020-06-19,Western Isles,7
2020-06-19,Orkney,9
2020-06-19,Shetland,54
2020-06-19,Borders,345
2020-06-19,Dumfries and Galloway,284
2020-06-19,Ayrshire and Arran,1248
2020-06-19,Forth Valley,1053
2020-06-19,Grampian,1410
2020-06-19,Fife,928
2020-06-10,Grampian,1287
2020-06-10,Forth Valley,948
2020-06-10,Highland,340
2020-06-10,Greater Glasgow and Clyde,3990
2020-06-10,Borders,327
2020-06-10,Ayrshire and Arran,1081
2020-06-10,Fife,880
2020-06-10,Dumfries and Galloway,261
2020-06-10,Tayside,1684
2020-06-10,Shetland,54
2020-06-10,Western Isles,6
2020-06-10,Lothian,2778
2020-06-10,Lanarkshire,2021
2020-06-10,Orkney,8
2020-06-11,Lanarkshire,2022
2020-06-11,Lothian,2783
2020-06-11,Greater Glasgow and Clyde,3995
2020-06-11,Highland,341
2020-06-11,Tayside,1685
2020-06-11,Western Isles,6
2020-06-11,Orkney,8
2020-06-11,Shetland,54
2020-06-11,Borders,327
2020-06-11,Dumfries and Galloway,261
2020-06-11,Ayrshire and Arran,1082
2020-06-11,Forth Valley,948
2020-06-11,Grampian,1288
2020-06-11,Fife,882
2020-06-12,Forth Valley,948
2020-06-12,Fife,883
2020-06-12,Greater Glasgow and Clyde,4000
2020-06-12,Grampian,1288
2020-06-12,Ayrshire and Arran,1086
2020-06-12,Dumfries and Galloway,261
2020-06-12,Borders,327
2020-06-12,Shetland,54
2020-06-12,Orkney,8
2020-06-12,Western Isles,6
2020-06-12,Tayside,1685
2020-06-12,Lanarkshire,2028
2020-06-12,Highland,341
2020-06-12,Lothian,2794
2020-06-13,Lanarkshire,2031
2020-06-13,Lothian,2803
2020-06-13,Greater Glasgow and Clyde,4004
2020-06-13,Highland,341
2020-06-13,Tayside,1686
2020-06-13,Western Isles,6
2020-06-13,Orkney,8
2020-06-13,Shetland,54
2020-06-13,Borders,327
2020-06-13,Dumfries and Galloway,261
2020-06-13,Ayrshire and Arran,1087
2020-06-13,Forth Valley,950
2020-06-13,Grampian,1288
2020-06-13,Fife,884
2020-06-14,Forth Valley,952
2020-06-14,Fife,885
2020-06-14,Greater Glasgow and Clyde,4010
2020-06-14,Grampian,1294
2020-06-14,Ayrshire and Arran,1088
2020-06-14,Dumfries and Galloway,261
2020-06-14,Borders,327
2020-06-14,Shetland,54
2020-06-14,Orkney,8
2020-06-14,Western Isles,6
2020-06-14,Tayside,1687
2020-06-14,Lanarkshire,2035
2020-06-14,Highland,341
2020-06-14,Lothian,2807
2020-06-15,Lanarkshire,2671
2020-06-15,Highland,373
2020-06-15,Lothian,3110
2020-06-15,Grampian,1405
2020-06-15,Greater Glasgow and Clyde,4805
2020-06-15,Tayside,1760
2020-06-15,Western Isles,7
2020-06-15,Orkney,9
2020-06-15,Shetland,54
2020-06-15,Dumfries and Galloway,274
2020-06-15,Borders,345
2020-06-15,Fife,926
2020-06-15,Forth Valley,1048
2020-06-15,Ayrshire and Arran,1243
2020-06-16,Shetland,54
2020-06-16,Orkney,9
2020-06-16,Fife,926
2020-06-16,Lothian,3116
2020-06-16,Ayrshire and Arran,1243
2020-06-16,Borders,345
2020-06-16,Western Isles,7
2020-06-16,Tayside,1760
2020-06-16,Dumfries and Galloway,274
2020-06-16,Lanarkshire,2674
2020-06-16,Forth Valley,1051
2020-06-16,Highland,373
2020-06-16,Grampian,1405
2020-06-16,Greater Glasgow and Clyde,4808
2020-06-17,Tayside,1760
2020-06-17,Highland,373
2020-06-17,Western Isles,7
2020-06-17,Forth Valley,1051
2020-06-17,Ayrshire and Arran,1245
2020-06-17,Dumfries and Galloway,274
2020-06-17,Fife,928
2020-06-17,Lanarkshire,2678
2020-06-17,Borders,345
2020-06-17,Lothian,3123
2020-06-17,Grampian,1409
2020-06-17,Shetland,54
2020-06-17,Orkney,9
2020-06-17,Greater Glasgow and Clyde,4810
2020-06-18,Forth Valley,1053
2020-06-18,Ayrshire and Arran,1245
2020-06-18,Grampian,1410
2020-06-18,Highland,373
2020-06-18,Orkney,9
2020-06-18,Shetland,54
2020-06-18,Lanarkshire,2681
2020-06-18,Fife,928
2020-06-18,Lothian,3125
2020-06-18,Greater Glasgow and Clyde,4813
2020-06-18,Western Isles,7
2020-06-18,Borders,345
2020-06-18,Tayside,1760
2020-06-18,Dumfries and Galloway,274
2020-06-20,Lanarkshire,2698
2020-06-20,Lothian,3139
2020-06-20,Greater Glasgow and Clyde,4819
2020-06-20,Highland,373
2020-06-20,Tayside,1760
2020-06-20,Western Isles,7
2020-06-20,Orkney,9
2020-06-20,Shetland,54
2020-06-20,Borders,345
2020-06-20,Dumfries and Galloway,284
2020-06-20,Ayrshire and Arran,1249
2020-06-20,Forth Valley,1055
2020-06-20,Grampian,1410
2020-06-20,Fife,928
2020-06-21,Lanarkshire,2704
2020-06-21,Lothian,3145
2020-06-21,Greater Glasgow and Clyde,4827
2020-06-21,Highland,373
2020-06-21,Tayside,1761
2020-06-21,Western Isles,7
2020-06-21,Orkney,9
2020-06-21,Shetland,54
2020-06-21,Borders,346
2020-06-21,Dumfries and Galloway,284
2020-06-21,Ayrshire and Arran,1250
2020-06-21,Forth Valley,1056
2020-06-21,Grampian,1412
2020-06-21,Fife,928
2020-06-22,Lanarkshire,2712
2020-06-22,Lothian,3146
2020-06-22,Greater Glasgow and Clyde,4830
2020-06-22,Highland,373
2020-06-22,Tayside,1761
2020-06-22,Western Isles,7
2020-06-22,Orkney,9
2020-06-22,Shetland,54
2020-06-22,Borders,346
2020-06-22,Dumfries and Galloway,285
2020-06-22,Ayrshire and Arran,1250
2020-06-22,Forth Valley,1057
2020-06-22,Grampian,1412
2020-06-22,Fife,928
2020-06-23,Lanarkshire,2715
2020-06-23,Lothian,3147
2020-06-23,Greater Glasgow and Clyde,4832
2020-06-23,Highland,374
2020-06-23,Tayside,1763
2020-06-23,Western Isles,7
2020-06-23,Orkney,9
2020-06-23,Shetland,54
2020-06-23,Borders,346
2020-06-23,Dumfries and Galloway,285
2020-06-23,Ayrshire and Arran,1251
2020-06-23,Forth Valley,1058
2020-06-23,Grampian,1413
2020-06-23,Fife,928
2020-06-24,Lanarkshire,2715
2020-06-24,Lothian,3150
2020-06-24,Greater Glasgow and Clyde,4834
2020-06-24,Highland,374
2020-06-24,Tayside,1764
2020-06-24,Western Isles,7
2020-06-24,Orkney,9
2020-06-24,Shetland,54
2020-06-24,Borders,346
2020-06-24,Dumfries and Galloway,285
2020-06-24,Ayrshire and Arran,1251
2020-06-24,Forth Valley,1061
2020-06-24,Grampian,1413
2020-06-24,Fife,928
2020-06-25,Grampian,1414
2020-06-25,Shetland,54
2020-06-25,Greater Glasgow and Clyde,4838
2020-06-25,Fife,930
2020-06-25,Forth Valley,1061
2020-06-25,Lanarkshire,2716
2020-06-25,Lothian,3146
2020-06-25,Orkney,9
2020-06-25,Highland,374
2020-06-25,Western Isles,7
2020-06-25,Borders,345
2020-06-25,Ayrshire and Arran,1252
2020-06-25,Dumfries and Galloway,285
2020-06-25,Tayside,1765
2020-06-26,Western Isles,7
2020-06-26,Lothian,3148
2020-06-26,Shetland,54
2020-06-26,Tayside,1767
2020-06-26,Orkney,9
2020-06-26,Dumfries and Galloway,285
2020-06-26,Borders,345
2020-06-26,Fife,929
2020-06-26,Ayrshire and Arran,1253
2020-06-26,Highland,374
2020-06-26,Greater Glasgow and Clyde,4844
2020-06-26,Lanarkshire,2717
2020-06-26,Forth Valley,1064
2020-06-26,Grampian,1417
2020-06-27,Lanarkshire,2720
2020-06-27,Lothian,3151
2020-06-27,Greater Glasgow and Clyde,4848
2020-06-27,Highland,374
2020-06-27,Tayside,1768
2020-06-27,Western Isles,7
2020-06-27,Orkney,9
2020-06-27,Shetland,54
2020-06-27,Borders,345
2020-06-27,Dumfries and Galloway,285
2020-06-27,Ayrshire and Arran,1253
2020-06-27,Forth Valley,1066
2020-06-27,Grampian,1418
2020-06-27,Fife,930
2020-06-28,Lanarkshire,2722
2020-06-28,Lothian,3151
2020-06-28,Greater Glasgow and Clyde,4850
2020-06-28,Highland,375
2020-06-28,Tayside,1768
2020-06-28,Western Isles,7
2020-06-28,Orkney,9
2020-06-28,Shetland,54
2020-06-28,Borders,345
2020-06-28,Dumfries and Galloway,285
2020-06-28,Ayrshire and Arran,1253
2020-06-28,Forth Valley,1068
2020-06-28,Grampian,1419
2020-06-28,Fife,930
2020-06-29,Lanarkshire,2723
2020-06-29,Lothian,3151
2020-06-29,Greater Glasgow and Clyde,4851
2020-06-29,Highland,375
2020-06-29,Tayside,1768
2020-06-29,Western Isles,7
2020-06-29,Orkney,9
2020-06-29,Shetland,54
2020-06-29,Borders,345
2020-06-29,Dumfries and Galloway,285
2020-06-29,Ayrshire and Arran,1255
2020-06-29,Forth Valley,1069
2020-06-29,Grampian,1419
2020-06-29,Fife,930
2020-06-30,Lanarkshire,2724
2020-06-30,Lothian,3151
2020-06-30,Greater Glasgow and Clyde,4853
2020-06-30,Highland,375
2020-06-30,Tayside,1769
2020-06-30,Western Isles,7
2020-06-30,Orkney,9
2020-06-30,Shetland,54
2020-06-30,Borders,345
2020-06-30,Dumfries and Galloway,290
2020-06-30,Ayrshire and Arran,1255
2020-06-30,Forth Valley,1070
2020-06-30,Grampian,1419
2020-06-30,Fife,930

